id;main_word;s1;s2;s3;s4;s5
2088;ZAPOWIEDZ;Film;Tv;Kino;Zwiastun;Trailer
2089;SZKŁO;Szyba;Rozbic;Butelka;Szklanka;Huta
2090;BESTIA;Bajka;Dzikie Zwierze;Zwyrodniałosc;Potwór;Piekna
2091;BARSZCZ BIAŁY;żur;Zupa;Jajko;Kwasny;Burak
2092;KIEŁBASA WYBORCZA;Przekupstwo;Hasło;Polityk;Populizm;Elekcja
2093;CHRZEST BOJOWY;Przechodzic;Bitwa;Wojna;żołnierz;Sakrament
2094;PIECHOTA MORSKA;Desant;Marynarka;żołnierz;Armia;Wojsko
2095;SMAKOŁYK;Pyszny;Potrawa;Palce Lizac;Dobry;Jedzenie
2096;PARTYCYPACJA;Razem;Współuczestniczenie;Udział;Robic;Zawody
2097;ZASMAŻKA;Patelnia;Sos;Maka;Zupa;Zagescic
2098;APASZKA;Wiazac;Dodatek;Szyja;Szalik;Chusta
2099;RUPIECIE;Niepotrzebne;Starocie;Graty;Rzecz;Przedmioty
2100;ŁACHMANY;Nedzarz;Bieda;Ubranie;Szmaty;Zniszczone
2101;TEZAURUS;Encyklopedia;Leksykon;Hasło;Słownik;Zbiór
2102;KANISTER;Benzyna;Zbiornik;Pojemnik;Zapas;Paliwo
2103;ZARZADZANIE;Kierowanie;Menedżer;Dyrektor;Władanie;Marketing
2104;AWIZO;Zawiadomienie;Przesyłka;Polecony;Poczta;List
2105;KOBRA;Okularnik;Waż;Kryminał;Sensacja;Indie
2106;PANELE;Podłoga;Scienne;Deski;Drewno;Parkiet
2107;BRANSOLETKA;Biżuteria;Reka;Nosic;Przegub;Ozdoba
2108;CYRKIEL;Geometria;Ołówek;Kreslic;Kółko;Rysowanie
2109;RUCHOME SCHODY;Winda;Wjeżdżac;Metro;Pietro;Urzadzenie
2110;MISTYFIKACJA;Udawac;Kłamstwo;FAŁSZ;Przebranie;Oszustwo
2111;LICZYDŁO;Dodadawnie;Koraliki;Preciki;Kalkulator;Matematyka
2112;PIZZA;Okragły Placek;Ser;Ciasto;Margarita;Napoletana
2113;SZWAGIER;Bratowa;Kolaska;Siostra;Rodzina;Maż
2114;POŻAR;Straż;Zapalic;Gasic;Woda;Ogien
2115;SUDOKU;Wpisywac;Krzyżówka;Gra;Cyferki;Kwadrat
2116;RAMKA NA ZDJECIE;Aparat;Cyfrowy;Fotografia;Stawiac;Obraz
2117;FOKARIUM;Zoo;Basen;Hel;Uchatka;Niewola
2118;STOPA;Noga;Pieta;Poruszanie Sie;Cukrzycowa;Palce
2119;FARMACEUTA;Lek;Recepta;Apteka;Medycyna;Syrop
2120;SZAMBONUREK;Studzienka;Wywozic;Scieki;Kanalizacja;Zbiornik
2121;EKSTRAWAGANCJA;Oryginalny;Przesada;Wyróżniac Sie;Niepospolity;Dziwny
2122;PRZESTROGA;Pouczenie;Rada;Uwaga;Ostrzeżenie;Nauczka
2123;BEZKRÓLEWIE;Ustrój;Władza;Panstwo;Monarchia;Rzadzic
2124;FILM;Kamera;Fabuła;Kino;Aktor;Oskar
2125;NAGRYWARKA;Dvd;Płyta;Komputer;Wypalic;Nero
2126;PLESN;Stary;Popsute;Ser;Chleb;Grzyb
2127;WAHADŁOWIEC;Prom;Rakieta;Challenger;Kosmos;Nasa
2128;ALTER EGO;Podmiot Liryczny;Osobowosc;Drugie Ja;Tożsamosc;Autor
2129;PARAWAN;Wiatr;Lekarz;Zasłonic;Scianka;Plaża
2130;ISLAM;Religia;Meczet;Muzułmanin;Koran;Mahomet
2131;FELIETON;Gazeta;Artykuł;Miesiecznik;Dziennikarstwo;Prasa
2132;KALAMBURY;Hasła;Rysowanie;Gra;Odgadywanie;Pokazywanie
2133;RYNSZTOK;Ulica;Sciek;Zanieczyszczenia;Kanał;Słownictwo
2134;MODYFIKACJA;Korekta;Inne;Poprawka;Dopasowac;Zmiana
2135;ŁÓŻKO PIETROWE;Spac;Podwójny;Drabinka;Dziecko;Noc
2136;BRZOZA;Kora;Las;Sok;Biała;Drzewo
2137;KAWALERKA;Samotny;Wynajmowac;Pokój;Garsoniera;Mieszkanie
2138;SZYPUŁKA;Ped;Kwiat;Łodyga;Owoc;Roslina
2139;KATALIZATOR;Napedzac;Samochód;Reakcja Chemiczna;Przyspieszac;Stymulowac
2140;MICHAŁ ANIOŁ;Kaplica Sykstynska;Malarz;Freski;Rzym;Architekt
2141;PAMIATKA;Wycieczka;Suwenir;Nie Zapomniec;Wakacje;Gadżet
2142;TYROL;Austria;Innsbruck;Kapelusz Z Piórkiem;Jodłowanie;Alpy
2143;SKANER;Obraz;Stare Zdjecia;Czytnik;Digitalizacja;Komputer
2144;RECYKLING;Odpady;Surowce Wtórne;Segregowanie Smieci;Przetwarzanie;Ekologia
2145;ŻYCIE;Wzloty I Upadki;Egzystencja;Smierc;Istnienie;Poczecie
2146;NUDYSTA;Plaża;Golas;Ubranie;Naturysta;Nagosc
2147;KILLER;Film;Morderstwo;Zabójca;Cezary Pazura;Komisarz Ryba
2148;DIADEM;Korona;Miss;Głowa;Kamien Szlachetny;Ksieżna
2149;AKUSTYKA;Słuch;Fonia;Sala Koncertowa;Fale Dzwiekowe;Fizyka
2150;KONOPIA;Wyskoczyc;Palic;Filip;Indyjskie;Marihuana
2151;TORA;Biblia;żydzi;Mojżesz;Piecioksiag;Swiety
2152;SZLAFROK;Kapiel;Frotte;Recznik;Prysznic;Łazienka
2153;CV;życiorys;Prezentacja;List Motywacyjny;Aplikacja;Praca
2154;IZOTOP;Ozon;Pierwiastek Chemiczny;Atom;Neutrony;Proton
2155;DIESEL;Olej Napedowy;Ropa;Benzyna;Samochód;Silnik
2156;ROCKY BALBOA;Film;Rambo;Ring;Sylwester Stallone;Bokser
2157;OKRUCIENSTWO;Sprawianie Bólu;Bezdusznosc;Zadawanie Cierpienia;Znecac Sie;Tortury
2158;NAPLETEK;Skóra;Penis;Stulejka;Obrzezanie;żoładz
2159;KOLOSEUM;Starożytnosc;Rzym;Budowla;Gladiator;Amfiteatr
2160;OGŁADA;Wychowanie;Kultura;Obycie;Elegancja;Towarzystwo
2161;WF;Szkoła;Lekcja;Przedmiot;Cwiczenia;Sport
2162;SZARANCZA;Rój;Plaga;Pszczoła;Konik Polny;Owad
2163;INAUGURACJA;Rok Akademicki;Uroczysta;Pierwszy;Otwarcie;Rozpoczecie
2164;BEZŁAD;Nieporzadek;Bałagan;Brak Organizacji;Chaos;Pokój
2165;ZYGOTA;Komórka;Zapłodnienie;Zarodek;Gameta;Stadium
2166;ASYMILACJA;Mimikra;żyd;Obcokrajowiec;Dostosowanie;Imigrant
2167;PONCZOCHY;Nogi;Podwiazki;Samonosne;Rajstopy;Kabaretki
2168;OCEANOGRAFIA;Nauka;Badac;Biologia;Morze;Statek
2169;OCZOPLAS;Gałki;Patrzec;Wzrok;Ruchy;Widziec
2170;WEZUWIUSZ;Wulkan;Erupcja;Etna;Pompeje;Lawa
2171;SCHLEBIAC;Komplement;Kadzic;Przypodobac Sie;Podlizywac Sie;Chwalic
2172;OKIEŁZNAC;Ujarzmic;Opanowac;Dzikie Zwierze;Poskromic;Kon
2173;STROBOSKOP;Migac;Lampa;Rytm;Swiatło;Dyskoteka
2174;IMPREGNOWAC;Ochrona;Woda;Zabezpieczac;Drewno;Bejca
2175;CHRZAN;Ostry;Sos;Korzen;Cwikła;Przyprawiac
2176;TWARZ;Głowa;Maska;Czaszka;Lico;Nos
2177;WYCIAG KRZESEŁKOWY;Narty;Kolejka Linowa;Wjazd;Szczyt;Góry
2178;ENIGMATYCZNY;Zagadkowy;Szyfr;Sekret;Tajemniczy;Ukrywac
2179;AFIRMACJA;Lubic;Pochwalac;Okazywac;Akceptacja;Radosc
2180;WYKIDAJŁO;Wejsc;Bramkarz;Ochrona;Lokal;Bar
2181;DROGA MLECZNA;Galaktyka;Kosmos;Niebo;Noc;Gwiazda
2182;HEKATOMBA;Zniszczenie;Zagłada;Ofiara;Kataklizm;Apokalipsa
2183;DONICZKA;Parapet;Ziemia;Kwiatki;Sadzic;Rosliny
2184;DYSORTOGRAFIA;Pisac;Dyktando;Uczen;Bład;Dysleksja
2185;PALEC;Grozic;Kciuk;Wskazujacy;Paznokiec;Dłon
2186;TYGRYS;Kot;Lew;Pregi;Zwierze;Drapieżnik
2187;KORONACJA;Król;Głowa;Insygnia;Tron;Ceremonia
2188;ZIMA;Mróz;Pora Roku;Snieg;Ferie;Styczen
2189;GŁEBIA;Dno;Morze;Gdanska;Kolor;Ostrosc
2190;PERGOLA;Altana;Zadaszenie;Ogród;Kolumny;Budowla
2191;BALDACHIM;Daszek;Łożko;Konstrukcja;Osłona;Sypialnia
2192;EGZEKUTYWA;Wykonac;Organ;Trójpodział;Panstwo;Władza
2193;GRONO;Wino;Nasza Klasa;Rodzynki;Znajomi;Serwis Internetowy
2194;ORGAZM;Drink;Wytrysk;Przyjemnosc;Seks;Ejakulacja
2195;METAMORFOZA;Przekształcenie;Owidiusz;Przeobrażenie;Przemiana;Kora
2196;WAZON;Flakon;Wstawic;Kwiaty;Woda;Bukiet
2197;INWIGILACJA;Permanentna;Agent;Obserwowac;Sledzic;Tajny
2198;KREM PRZECIWZMARSZCZKOWY;Kosmetyk;Zmarszczki;Twarz;Stary;Cera
2199;SLAJD;Przezrocze;Prezentacja;Rzutnik;Fotografia;Zdjecie
2200;WIÓRY;Stolarz;Rżniecie;Drwa;Piła;Trociny
2201;CZARNA PORZECZKA;Sok;Czerwona;Owoc;Krzak;Jagoda
2202;WIOSNA;Kwitnac;Pora Roku;Zima;Lato;Zielenic
2203;ODÓR;Zapach;Fetor;Smród;Nos;Wachac
2204;OSTRACYZM;Niechec;Odrzucenie;Potepienie;Akceptacja;Wykluczenie
2205;GOFROWNICA;Piec;Cukier Puder;Bita Smietana;Ciasto;Wafel
2206;PASMANTERIA;Sklep;Kupowac;Dodatki Krawieckie;Guziki;Nici
2207;GRAFIK;Poligrafia;Komputerowy;Artysta;Projektowac;Rysowac
2208;TABLICA KORKOWA;Szkoła;Sciana;Przypinac;Pinezka;Notatka
2209;PASZTETOWA;Wedlina;Kiełbasa;Drosed;Z Królika;Mielony
2210;CENTYMETR;Miara;Jednostka;Linijka;Dziesiec;Długosc
2211;KATARAKTA;Wodospad;Choroba;Zacma;Oczy;Nil
2212;ŁAZNIA PAROWA;Kapiel;Sauna;Wilgotnosc;Temperatura;Rzym
2213;SCHLUDNY;Czysty;Porzadny;Wygladac;Niezabrudzony;Zadbany
2214;PARTNER;Biznes;Maż;Zwiazek;Seksualny;Para
2215;TONER;Kartridż;Tusz;Drukarka;Proszek;Kolor
2216;DZIKI ZACHÓD;Western;Kowboj;Stany Zjednoczone;Szeryf;Indianie
2217;GAZ MUSZTARDOWY;Iperyt;I Wojna Swiatowa;Majonez;Bron Biologiczna;Trujacy
2218;KSIEŻYC;Zacmienie;Satelita;Ciało Niebieskie;Nów;Krażyc
2219;AMAZONKA;Woda;Ameryka Południowa;Piranie;Piers;Rzeka
2220;DUSIC;Szyja;Oddychac;Gotowac;Powietrze;Boa
2221;MYSLEC;Rozumowac;Byc;Głowa;Mózg;Sadzic
2222;NOWINA;Przekazywac;Plotka;Informacja;Wiesc;Aktualnosc
2223;LOCZKI;Fryzura;Dziecko;Włosy;Trwała;Krecone
2224;CUKIERNICZKA;Smak;Pojemnik;Naczynie;Herbata;Słodzic
2225;ATAK SERCA;Ludzie;Miażdżyca Tetnic;Zator;Zawał;Choroba
2226;EKG;Serce;Zapis;Zawał;Badanie;Kardiolog
2227;ŁONO MATKI;Płód;Kobieta;Miejsce;Brzuch;Dziecko
2228;FUNKCJA;Sinus;Stanowisko;Odwzorowanie;Matematyka;Trygonometryczna
2229;KOMUNIZM;Karol Marks;Z S R R;Ustrój;P R L;Socjalizm
2230;JURATA;Bałtyk;Hel;Plaża;Miasto;Morze
2231;KRAŻOWNIK;Flota;Statek;Marynarka;Szosa;Okret Wojenny
2232;WELON;Panna Młoda;Suknia Slubna;Oczepiny;Głowa;Złota Rybka
2233;OLIWKA;Sałatka;Zielen;Do Ciała;Tłuszcz Roslinny;Olej
2234;PODESZWA;Obcas;Czesc;But;Stopa;Szewc
2235;FRANCZYZA;System;Umowa;Licencja;Sprzedaż;Logo
2236;SŁOIK;Szkło;Przetwory;Zakretka;Dżem;Wek
2237;ZAKŁADKA;Ksiażka;Strony;Zaznaczac;Otwierac;Czytac
2238;KRZYWOPRZYSIESTWO;Rozprawa;Sad;Zeznania;FAŁSZ;Kłamstwo
2239;SCIÓŁKA LESNA;Bór;Warstwa;Liscie;Podłoga;Poszycie
2240;SŁONIK;Szczescie;Mały;Dumbo;Trabalski;Traba
2241;SPACJA;Komputer;Odstep;Pisac;Klawiatura;Znak
2242;OŁÓW;Pierwiastek;Amunicja;Pb;Cieżki;żołnierzyk
2243;ZASŁONA DYMNA;Papieros;Firanka;Wojna;Kotara;Widocznosc
2244;DAMA PIK;Karty;Talia;Wino;Kierki;Figura
2245;LEKKOATLETYKA;Olimpiada;Biegi;Dyscyplina;Sport;Maraton
2246;ANEGDOTA;Dowcip;Historyjka;Smieszne;Opowiadanie;żart
2247;TECZA;Kolory;Deszcz;Niebo;Słonce;Pryzmat
2248;WRESTLING;Hulk Hogan;Ring;Zapasy;Boks;Walka
2249;PRZESZŁOSC;Przyszłosc;Pamiec;Historia;Kiedys;Terazniejszosc
2250;PANIKOWAC;Spokój;Strach;Napiecie;Afera;Histeryzowac
2251;KROCHMAL;Maka;Obrus;Posciel;Skrobia Ziemniaczana;Sztywny
2252;TAK-TAK;Era;Taryfa;Nie;Karta;Telefon
2253;KONSERWATYSTA;Poglady;Tradycjonalista;Prawica;Zmiany;Liberał
2254;FABRYKA;Przemysł Samochodowy;Produkcja;Wytwarzac;Tasma;Zakład
2255;XERO;Papier;Kopiowac;Urzadzenie;Powielac;Biuro
2256;TARKA;Kuchnia;Surówka;Sałatka;Metal;Warzywa
2257;EKIERKA;Trójkat;Kreslic;Kat Prosty;Szkoła;Linijka
2258;SCHIZOFRENIA;Psychoza;Urojenia;Choroba Psychiczna;Rozdwojenie Jazni;Wariat
2259;WC;Szalet;Ubikacja;Toaleta;Kibel;Klozet
2260;EREMITA;Religia;Pustelnik;Asceza;Izolacja;Odosobnienie
2261;TRUMNA;Smierc;Cmentarz;Skrzynia;Zmarły;Pogrzeb
2262;MIESZKO I;Władca;Polanie;Król Polski;Bolesław Chrobry;Dobrawa
2263;MICHAŁ WISNIEWSKI;Reklama;Artysta;Mandaryna;Ich Troje;Czerwony
2264;GÓRNIK;Slask;Wegiel;Barbórka;Szyb;Kopalnia
2265;KOLORATKA;Sutanna;Kołnierzyk;Szyja;Biały;Ksiadz
2266;SZKOŁA RODZENIA;Oddychanie;Cwiczenia;Położna;Kobieta;Ciaża
2267;ALFABET;Pismo;Porzadek;Znaki;Abecadło;Litery
2268;ROLMOPS;Ryba;Sledz;Wykałaczka;Marynowac;Słoik
2269;KOŁO ZEBATE;Trybik;Element;Zegar;Połaczenie;Urzadzenie
2270;SŁONINA;Smalec;Swinia;Skwarki;Zasmażka;Tłuszcz
2271;STARÓWKA;Miasto;Warszawa;Rynek;Spacerowac;Historia
2272;PATAT;Ziemniak;Słodki;Pieczony;Roslina;Kartofel
2273;KARUZELA;Krecic Sie;Diabelski Młyn;Dzieci;Krzesełka;Plac Zabaw
2274;ŁZA;Płakac;Beksa;Anna Wyszkoni;Oko;Smutek
2275;TRABA POWIETRZNA;Wiatr;Cyklon;Wichura;Tornado;Huragan
2276;MAKARON;Zupa;Kluski;Jedzenie;Zupka Chinska;Spagetti
2277;SPORTY EKSTREMALNE;Spadochron;Bungee;Ryzyko;Niebezpieczenstwo;Adrenalina
2278;TRZMIEL;Bzyczenie;Owad;Lot;Zapylanie;Pszczoła
2279;PENDRIVE;Pamiec Przenosna;Dane;Usb;Dysk;Stick
2280;DYREKTYWA;Rozporzadzenie;Przepisy;Instrukcja;Ustawa;Rozkaz
2281;OBRACZKA;Slub;Złoto;Biżuteria;Palec;Symbol
2282;DZIEN KOBIET;Tulipan;Swieto;Pani;8 Marca;Gozdziki
2283;WÓŁ PIŻMOWY;Krowa;Zwierze;Ameryka Północna;Siersc;Ssak
2284;ANALFABETA;Pisac;Umiec;Czytac;Nieuk;Potrafic
2285;TOMAHAWK;Indianin;Bron;Siekierka;Apacz;Toporek
2286;SKYPE;Telefon;Mikrofon;Komputer;Komunikator;Połaczenie
2287;ZSYP;Wieżowiec;Karaluchy;Wyrzucac;Smieci;Kosz
2288;TIK TAK;2 Kalorie;Pan Fasola;Odswieżenie;Ciotka Klotka;Zegar
2289;OLEJ;Tłuszcz;Głowa;Smażyc;Napedowy;Opałowy
2290;MIGAC;Głuchoniemi;Samochód;Skrecanie;Kierunkowskaz;Gestykulowac
2291;ZABAWNY;Rozweselajacy;Humorystyczny;żartobliwy;Wesoły;Smieszny
2292;TUNCZYK;Puszka;Olej;Sałatka;Ryba;Sos
2293;TEORIA;Nauka;Hipoteza;Wzglednosci;Fizyka;Praktyka
2294;GRILL;Ruszt;Ogien;Kiełbasa;Mieso;Palenisko
2295;KOLCZYKI;Uszy;Ozdoba;Biżuteria;Klipsy;Dziurki
2296;URZAD SKARBOWY;Okienko;Pit;Rozliczenie;Podatek;Miejski
2297;BIATHLON;Narty;Sikora;Bieg;Strzelanie;Sport
2298;ESKIMOS;Człowiek;Zima;Grenlandia;Arktyka;Alaska
2299;LINIJKA;Mierzyc;Długosc;Centymetr;Szkoła;Linia
2300;SPREŻYNA;Resory;Amortyzacja;Materac;Drut;Skrecona
2301;KROKIEW;Sufit;Dach;Belka;Drewno;Skocznia
2302;SPOŁEM;Sklep;Spożywczy;Siec;Socjalizm;Spółdzielnia
2303;TUZIN;Dwanascie;Kopa;Ilosc;Dużo;Liczba
2304;MUROWAC;Beton;Sciana;Cegły;Budowac;Zaprawa
2305;BITWA POD GRUNWALDEM;Krzyżacy;Jan Matejko;1410 Rok;Władysław Jagiełło;Obraz
2306;WARZYWNIAK;Sklep;Osiedle;Zieleniak;Owoce;Stragan
2307;KARTA KREDYTOWA;Bank;Visa;Pożyczka;Master Card;Pieniadze
2308;PRZEPISY DROGOWE;Kodeks;Znaki;Prawo;Łamanie;Ograniczenia
2309;FINISZ;Kompletny;Koniec;Start;Meta;Wyscig
2310;ABSTRAKCJA;Rzeczywistosc;Oderwany;Nierealny;Idea;Dosłowny
2311;KIWI;Owoc;Nowa Zelandia;Ptak;Nielot;Zielony
2312;TOM;Ksiażka;Encyklopedia;Czesc;Kolekcja;Dzieło
2313;FONTANNA;Woda;Strumien;Ławka;Park;Tryskac
2314;ERUDYCJA;Omnibus;Informacja;Oczytanie;Wiedza;Wszechstronnosc
2315;MODLITWA;Pacierz;Ojcze Nasz;Msza;Bóg;Religia
2316;KALAFIOR;Warzywo;Kwiat;Bułka Tarta;Zupa;Brokuł
2317;KUCHNIA POLSKA;Przepis;Gotowanie;Jedzenie;Narodowy;Bigos
2318;LEN;Leżec;Obibok;Wiersz;Robic;Tapczan
2319;MAŻ STANU;Prezydent;Władza;Dyplomata;Polityk;Autorytet
2320;TRYWIALNY;Łatwy;Nieskomplikowany;Banalny;Pospolity;Prostota
2321;SYSTEM OPERACYJNY;Komputer;Program;Informatyka;Windows;Linux
2322;METRÓWKA;Budowa;Miara;Długosc;Odległosc;Tasma
2323;WARKOCZ;Uczesanie;Zaplatac;Chałka;Włosy;Fryzura
2324;CHŁOPI;Reymont;Rolnicy;Boryna;Wies;Powiesc
2325;AMNEZJA;Pamiec;Wspomnienia;Mózg;Wypadek;Zanik
2326;MAKSYMA;Przysłowie;Aforyzm;Mysl;Sentencja;Madrosc
2327;ACAPULCO;Meksyk;Kurort;Przebój;Pacyfik;Ameryka Północna
2328;LODY NA PATYKU;Mrożone;Lizanie;Zimne;Wafelek;Kulki
2329;MOZARELLA;Makaron;Biały;Pomidory;Ser;Włochy
2330;AUKCJA;Sprzedaż;Przebijac;Cena;Licytowac;Allegro
2331;WARIOGRAF;Badanie;Oszukiwac;Wykrywacz Kłamstw;Kryminał;Przesłuchanie
2332;BESSA;Giełda;Akcje;Hossa;Spadek;Kryzys
2333;DZIURKACZ;Kartka;Otwór;Segregator;Biuro;Zszywacz
2334;BLUETOOTH;Transfer Danych;Połaczenie;Bezprzewodowy;Telefon;Komórka
2335;TERMIT;Społeczny;Mrówka;Drewno;Owad;Kopiec
2336;ENIGMA;Kod;Maszyna;Szyfr;Niemcy;Ii Wojna Swiatowa
2337;NUMIZMATYKA;Pieniadze;Moneta;Banknoty;Kolekcjonowac;Zbierac
2338;ABSOLUTORIUM;Zaliczenie;Indeks;Magister;Studia;Dyplom
2339;GRYMASIC;Jedzenie;Krecic Nosem;Dziecko;Marudzic;Wybrzydzac
2340;KRACH;Spadek;Bessa;Spółka;Załamanie;Giełda
2341;ATLAS;Kontynenty;Siłownia;Mapy;Ksiażka;Klej
2342;SZKOCJA;Skapiec;Anglia;Kilt;Wielka Brytania;Whisky
2343;WIEDZMIN;żebrowski;Geralt;Ciri;Biały Wilk;Sapkowski
2344;SLIMAK;Powolny;Domek;Rogi;Winniczek;Muszla
2345;MARKER;Gruby;Mazak;Kolory;Pisak;Niezmywalny
2346;PZPR;Gomułka;Komunizm;Partia;Zjazd;Socjalizm
2347;WKŁAD;Tusz;Własny;Kominkowy;Znicz;Długopis
2348;FISZBINOWIEC;Walen;Ocean;Wieloryb;Gorset;Plankton
2349;POMPON;Zima;Czapka;Nakrycie Głowy;Kulka;Wełna
2350;SKRZYP POLNY;Napar;Ogród;Zielarstwo;Roslina;Chwasty
2351;ALERGIA;Kichac;Wysypka;Katar;Uczulenie;Pyłki
2352;PROZA;Poezja;Powiesc;Literatura;Epika;Beletrystyka
2353;ROPA NAFTOWA;Paliwo;Baryłka;Złoża Kopalne;Rafineria;Benzyna
2354;CHAŁKA;Pieczywo;Masło;Bułka;Słodki;Warkocz
2355;OCENIAC;Nota;Punktacja;Wartosciowac;Szkoła;Sprawdzian
2356;NUMER SERYJNY;Informacja;Produkt;Oznaczenie;Cyfry;Fabryka
2357;EPOS;Odyseja;Iliada;Opowiesc;Homer;Epopeja
2358;PACYNKA;Teatr;Dzieci;Lalka;Przedstawienie;Reka
2359;TWARDY DYSK;Pojemnosc;Zapisywac;Komputer;Bajt;Pamiec
2360;PASKUDNY;Szkaradny;Brzydki;Okropny;Obrzydliwy;Wstretny
2361;TASMA IZOLACYJNA;Kabel;Elektryka;Bezpieczenstwo;Prad;Gnizadko
2362;DUCHOWIENSTWO;Ksiadz;Zakon;Kosciół;Jezuici;Krzyż
2363;PANSTWO OPIEKUNCZE;Podatki;Bezrobotny;Socjalizm;Szwecja;Zasiłek
2364;CASABLANCA;Ingrid Bergman;Maroko;Miasto;Czarno-biały;Port
2365;GRZECHOTKA;Zabawka;Waż;Dzwiek;Dziecko;Niemowlak
2366;WAHADŁO;Wychylenie;Zegar;Amplituda;Ruch;Zwisac
2367;NAKRETKA;Gwint;Sruba;Otwieracz;Butelka;Korek
2368;WIATRAK;Prad;Energia;Ramiona;Młyn;Don Kichot
2369;PRUSZYC;Posypywac;Snieg;Cukier Puder;Niebo;Padac
2370;PIERWIASTEK;Układ Okresowy;Potega;Chemia;Matematyka;Kwadratowy
2371;BŁAD;Nieprawidłowosc;Pomyłka;Naprawic;Ortograficzny;Obliczenia
2372;PORTMONETKA;Pieniadze;Monety;Kieszen;Banknot;Portfel
2373;PARÓWKA;Hot Dog;Wedlina;Sniadanie;Mieso;Berlinki
2374;MIKSTURA;Lekarstwo;Magik;Mieszanina;Składniki;Połaczenie
2375;ORZESZKI ZIEMNE;Pistacje;Słone;Arachidy;Solone;Fistaszki
2376;ZACZYN;Fermentowac;Chlebowy;Zakwas;Drożdże;Zapoczatkowac
2377;WILLA;Bogacz;Ogród;Basen;Posiadłosc;Dom
2378;SYZYF;Mitologia;Wtaczac Kamien;Prace;żeromski;Tartar
2379;PIORUNOCHRON;Chata;Odgramiacz;Dach;Benjamin Franklin;Wies
2380;GRENLANDIA;Lód;Dania;Zima;Eskimos;Wyspa
2381;DESKA DO PRASOWANIA;Koszule;Prostowac;żelazko;Snowboard;Surfing
2382;HALABARDA;Rycerz;Topór;Siekiera;Bron;Sredniowiecze
2383;SWISTAK;Zwierze;Sen Zimowy;Reklama;Sreberka;Czekolada
2384;HISTORYK;Przeszłosc;Nauka;Humanista;Daty;Szkoła
2385;KORONER;Dochodzenie;Lekarz;Sad;Zwłoki;Kryminał
2386;IKAR;Wyspa;Dedal;Skrzydła;Latac;Wosk
2387;LUPA;Szkło;Powiekszenie;Zegarmistrz;Soczewka;Lornetka
2388;TOSTER;Opiekac;Chleb;Urzadzenie;Kuchnia;Grzanka
2389;DRZWI;Otwierac;Pukac;Klamka;Zamykac;Zamek
2390;WIKIPEDIA;Wiedza;Encyklopedia;Online;Portal Internetowy;Edytowanie
2391;LESNE RUNO;Owca;Mech;Sciółka;Podszyt;Grzyby
2392;ALASKA;Stany Zjednoczone;Przystanek;Ameryka;Kanada;Północ
2393;BAWEŁNA;Koszula;Roslina;Plantacja;Materiał;Tkanina
2394;GRINGO;Wojciech Cejrowski;Turysta;Biały;Ameryka Łacinska;Meksyk
2395;KOŁYSKA;Dziecko;Hustac;Leżec;Bujanie;Sen
2396;ARA;Klatka;Papuga;Kolorowy;Powtarzac;Ptak
2397;CHOMIK;Swinka Morska;Puszysty;Zwierze Domowe;Gryzon;Klatka
2398;KARNAWAŁ;Wielkanoc;Okres;Post;Rio De Janeiro;Zabawa
2399;GLOBUS;Migrena;Miniatura;Swiat;Kula Ziemska;Kontynenty
2400;OTWIERACZ;Piwo;Zamykac;Kapsel;Narzedzie;Butelka
2401;KORYTARZ;Izba;Długi;Mieszkanie;Przedpokój;Wejscie
2402;KREWETKA;Skorupiaki;Różowy;Owoce Morza;Sushi;Restauracja
2403;BERŁO;Tron;Władza;Insygnia;Korona;Król
2404;KARYKATURA;Przesada;Osoba;Cechy Szczególne;Rysunek;Smieszne
2405;BOLID F1;Gokart;Ferrari;Robert Kubica;Wyscig;Bmw Sauber
2406;WYSPA;Lad;Morze;Madagaskar;Skarbów;Wolin
2407;MOLO;Woda;Morze;Cumowac;Pomost;Sopot
2408;SZADZ;Lód;Zima;Szron;Mróz;Osad
2409;STANCZYK;Obraz;Wesele;Błazen;Malarz;Jan Matejko
2410;SMS;Komórka;Wysyłac;Wiadomosc;Pisac;160 Znaków
2411;PIEROGI RUSKIE;Ciasto;Jedzenie;Farsz;Ziemniaki;Twaróg
2412;ZGRZEWKA;Opakowanie;Sztuki;Szesciopak;Woda Mineralna;Piwo
2413;BILARD;Stół;Snooker;Łuzy;Kule;Kij
2414;KIEROWCA TAKSÓWKI;Robert De Niro;Samochód;Napiwek;Kilometrówka;Taryfa
2415;KORKI;Wino;Korepetycje;Samochód;Szampan;Buty Piłkarskie
2416;OŁÓWEK;Kredka;Grafit;Rysik;Drewno;Szkic
2417;SYROP KLONOWY;Kanada;żywica;Słodki;Gesty;Drzewo
2418;KROWA;Doic;Mleko;Milka;Byk;Wymiona
2419;GAZETA;Papier;Wiadomosci;Wyborcza;Mucha;Dziennik
2420;FACECI W CZERNI;Agent;Kosmici;Meżczyzni;Will Smith;Film
2421;IROKEZ;Głowa;Indianin;Włosy;Punk;Fryzura
2422;KONSTYTUCJA;Prawo;Dokument;Trybunał;Ustawa Zasadnicza;3 Maja
2423;KARMAZYN;Przypływ;Krew;Kolor;Ryba;Czerwien
2424;SKAKAC;Małysz;Przez Płotki;Kangur;Do Góry;Spadochron
2425;METRO;Warszawa;Musical;Podziemna Kolej;Gazetka;Pociag
2426;SZCZYPIOREK;Zielony;Przyprawa;Natka;Twaróg;Cebula
